p_id,Gender,age,vintage (days),has_passed_logical_ability,has_passed_reading_comprehension,has_passed_general_awareness,has_passed_attention_to_detail,has_passed_pattern_recog,Life Time Earnings in Rs.,qualifiers_rejects,qualifiers_approved,qualifiers_re_attempts,voice_rejects,voice_approved,voice_re_attempts,sd_rejects,sd_approved,sd_re_attempts,ts_rejects,ts_approved,ts_re_attempts,other_data_rejects,other_data_approved,other_data_re_attempts,lives
41220,2,22,246,FALSE,FALSE,TRUE,TRUE,TRUE,22.85,4,8,15,0,0,0,0,0,0,0,0,0,4,28,15,3
57983,1,21,84,FALSE,FALSE,FALSE,FALSE,TRUE,22.25,9,6,6,0,0,0,0,0,0,0,0,0,9,12,7,0
62724,2,27,38,FALSE,FALSE,FALSE,TRUE,FALSE,22.1,3,9,7,0,0,0,0,0,0,0,0,0,4,33,7,2
67766,1,26,5,FALSE,FALSE,FALSE,FALSE,FALSE,22,5,4,11,0,0,1,0,0,0,0,0,0,6,8,19,1
62246,1,20,42,FALSE,FALSE,FALSE,FALSE,FALSE,22,4,5,8,0,0,3,0,0,0,0,0,0,7,6,9,1
58371,1,23,80,FALSE,FALSE,FALSE,FALSE,FALSE,21.9,7,6,5,0,0,1,0,0,0,0,0,0,8,13,5,1
63321,1,22,32,TRUE,TRUE,TRUE,TRUE,TRUE,21.25,1,5,3,0,0,0,0,0,0,0,0,0,1,7,3,3
60514,1,29,57,FALSE,FALSE,FALSE,FALSE,FALSE,21,6,4,21,0,2,11,0,0,0,0,0,0,7,4,21,0
57930,1,21,84,FALSE,FALSE,FALSE,FALSE,FALSE,20.9,9,8,12,0,0,2,0,0,0,0,0,0,10,10,13,0
63586,1,31,30,FALSE,FALSE,FALSE,FALSE,TRUE,20.75,8,4,5,0,0,0,0,0,0,0,2,1,8,11,10,1
54725,1,18,104,FALSE,FALSE,FALSE,FALSE,TRUE,20.75,6,3,7,0,0,1,0,0,0,0,0,0,7,5,7,0
63711,1,21,29,FALSE,FALSE,TRUE,FALSE,FALSE,20.7,4,6,10,0,1,2,0,0,0,0,0,0,5,8,10,1
65849,1,25,15,FALSE,FALSE,FALSE,FALSE,FALSE,20.6,9,6,22,0,0,2,0,0,0,0,0,0,9,27,23,2
57948,1,18,84,FALSE,FALSE,FALSE,FALSE,FALSE,20.5,6,5,14,0,0,1,0,0,0,0,0,0,7,12,14,1
63411,1,23,32,FALSE,FALSE,FALSE,FALSE,FALSE,20,4,2,14,0,0,0,0,0,0,0,0,0,6,5,14,1
59248,2,22,71,FALSE,FALSE,FALSE,FALSE,TRUE,19.75,10,5,16,1,0,0,0,0,0,0,0,0,10,31,18,2
59768,1,18,65,FALSE,FALSE,FALSE,FALSE,TRUE,19.65,12,5,10,1,0,0,0,0,0,0,0,0,13,10,13,1
63200,1,21,34,FALSE,FALSE,FALSE,FALSE,TRUE,19.25,6,8,14,0,0,1,0,0,0,0,0,0,6,15,15,2
68012,1,21,4,FALSE,FALSE,FALSE,FALSE,TRUE,19.25,6,6,16,0,0,0,0,0,0,0,0,0,6,11,16,1
65080,2,22,19,FALSE,FALSE,FALSE,FALSE,FALSE,19,4,3,3,0,0,0,0,0,0,0,0,0,4,5,5,1
64865,1,21,21,FALSE,FALSE,FALSE,FALSE,FALSE,19,5,5,5,0,0,1,0,0,0,0,0,0,6,6,6,0
60265,2,25,59,FALSE,FALSE,FALSE,FALSE,TRUE,18.75,11,4,21,0,0,0,0,0,0,0,0,0,13,19,21,0
62433,1,18,41,FALSE,FALSE,FALSE,FALSE,TRUE,18.75,7,4,12,1,1,1,0,0,0,0,0,0,7,6,12,0
64832,2,26,21,FALSE,FALSE,FALSE,FALSE,FALSE,18.6,5,5,14,1,0,0,0,0,0,0,0,0,5,12,14,0
65163,2,30,19,FALSE,FALSE,FALSE,FALSE,FALSE,18.6,7,5,6,1,0,0,0,0,0,0,0,0,7,9,6,0
65261,2,24,18,FALSE,FALSE,FALSE,FALSE,FALSE,18.6,9,6,25,1,0,2,0,0,0,0,0,0,10,32,25,3
60909,2,45,54,FALSE,FALSE,TRUE,TRUE,TRUE,18.25,2,6,5,0,0,0,0,0,0,0,0,0,2,8,5,3
25090,1,19,514,FALSE,FALSE,FALSE,FALSE,FALSE,17.8,6,6,6,1,0,0,0,0,0,0,0,0,6,8,6,1
65380,1,21,18,FALSE,FALSE,FALSE,FALSE,FALSE,17.8,7,5,7,1,2,1,0,0,0,0,0,0,7,10,7,0
63521,1,20,31,FALSE,FALSE,FALSE,FALSE,TRUE,17.75,5,2,4,0,0,2,0,0,0,0,0,0,5,6,5,1
61787,1,19,46,FALSE,FALSE,FALSE,FALSE,TRUE,17.75,7,3,12,1,0,0,0,0,0,0,0,0,7,8,12,1
68337,1,21,2,FALSE,FALSE,FALSE,FALSE,TRUE,17.75,6,3,7,0,0,1,0,0,0,0,0,0,6,6,9,1
63191,1,18,34,FALSE,FALSE,FALSE,FALSE,TRUE,17.75,5,3,0,1,0,0,0,0,0,0,0,0,5,5,0,0
64088,1,22,26,FALSE,FALSE,FALSE,FALSE,TRUE,17.75,5,2,1,1,0,1,0,0,0,0,0,0,5,4,1,0
63864,1,21,28,FALSE,FALSE,FALSE,FALSE,TRUE,17.75,4,2,2,0,0,1,0,0,0,0,0,0,4,4,2,1
62920,1,18,36,FALSE,FALSE,FALSE,FALSE,TRUE,17.75,4,4,14,0,0,1,0,0,0,0,0,0,4,9,14,1
67621,1,19,6,FALSE,FALSE,FALSE,FALSE,TRUE,17.75,6,3,13,0,0,1,0,0,0,0,0,0,6,8,13,1
67669,1,21,5,FALSE,FALSE,FALSE,FALSE,FALSE,17,5,3,2,0,0,0,0,0,0,0,0,0,5,6,2,0
63913,2,19,27,FALSE,FALSE,FALSE,FALSE,FALSE,17,6,5,10,0,1,0,0,0,0,0,0,0,7,15,10,1
66057,1,18,13,FALSE,FALSE,FALSE,FALSE,FALSE,17,6,4,0,0,1,0,0,0,0,0,0,0,6,7,0,2
47663,1,18,162,FALSE,FALSE,FALSE,FALSE,FALSE,17,11,2,12,0,0,5,0,0,0,0,0,0,13,3,13,0
64177,1,19,25,FALSE,FALSE,FALSE,FALSE,FALSE,17,3,3,0,0,1,0,0,0,0,0,0,0,5,4,0,0
64643,1,23,22,FALSE,FALSE,FALSE,FALSE,FALSE,17,5,5,3,1,1,0,0,0,0,0,0,0,5,6,3,0
67526,1,26,6,FALSE,FALSE,FALSE,FALSE,FALSE,17,5,4,8,0,0,0,0,0,0,0,0,0,5,10,13,1
63577,1,22,30,FALSE,FALSE,TRUE,TRUE,TRUE,16.25,1,5,5,0,0,0,0,0,0,0,0,0,1,7,5,3
63036,1,25,35,FALSE,FALSE,TRUE,TRUE,TRUE,16.25,2,4,5,0,0,0,0,0,0,0,0,0,2,7,5,3
67382,2,23,7,FALSE,FALSE,FALSE,FALSE,FALSE,16,6,4,11,1,0,0,0,0,0,0,0,0,8,14,11,0
63840,1,23,28,FALSE,FALSE,FALSE,FALSE,FALSE,16,3,2,7,0,0,1,0,0,0,0,0,0,4,4,7,1
61888,2,21,45,FALSE,FALSE,FALSE,FALSE,FALSE,16,8,5,16,1,0,0,0,0,0,0,0,0,11,29,16,2
64386,2,34,24,FALSE,FALSE,FALSE,FALSE,FALSE,16,11,4,8,1,0,0,0,0,0,0,0,0,12,27,8,0
67435,2,19,7,FALSE,FALSE,FALSE,FALSE,FALSE,16,6,4,6,0,0,0,0,0,0,0,0,0,6,8,11,1
59374,1,23,70,FALSE,FALSE,FALSE,FALSE,FALSE,16,11,7,17,0,0,5,0,0,0,0,0,0,13,14,18,1
65287,1,19,18,FALSE,FALSE,FALSE,FALSE,FALSE,15.9,4,6,14,0,0,1,0,0,0,0,0,0,4,8,14,1
59352,1,22,70,FALSE,FALSE,FALSE,FALSE,FALSE,15.9,9,5,13,1,0,0,0,0,0,0,0,0,10,11,13,0
61493,1,26,49,FALSE,FALSE,FALSE,FALSE,TRUE,15.75,6,5,8,1,0,0,0,0,0,0,0,0,6,6,8,0
63976,1,18,27,FALSE,FALSE,FALSE,FALSE,TRUE,15.75,6,2,1,1,0,1,0,0,0,0,0,0,6,3,1,0
64221,1,19,25,FALSE,FALSE,FALSE,FALSE,TRUE,15.75,5,4,2,1,0,0,0,0,0,0,0,0,5,5,2,0
63952,1,25,27,FALSE,FALSE,FALSE,FALSE,TRUE,15.75,5,2,4,0,0,1,0,0,0,0,0,0,5,3,5,1
63111,1,18,34,FALSE,FALSE,FALSE,FALSE,TRUE,15.75,5,2,3,0,0,1,0,0,0,0,0,0,5,3,3,0
62189,1,20,43,FALSE,FALSE,FALSE,FALSE,TRUE,15.75,6,5,3,1,0,1,0,0,0,0,0,0,6,6,3,0
62613,1,21,39,FALSE,FALSE,FALSE,FALSE,TRUE,15.75,6,3,1,1,0,0,0,0,0,0,0,0,6,4,1,0
62951,1,19,36,FALSE,FALSE,FALSE,FALSE,TRUE,15.75,4,2,2,0,0,0,0,0,0,0,0,0,4,3,2,0
61195,1,19,51,FALSE,FALSE,FALSE,FALSE,TRUE,15.75,6,5,5,0,0,2,0,0,0,0,0,0,6,7,5,0
63398,1,26,32,FALSE,FALSE,FALSE,FALSE,TRUE,15.75,4,2,2,0,0,0,0,0,0,0,0,0,4,3,2,0
61799,1,18,46,FALSE,FALSE,FALSE,FALSE,FALSE,15,6,2,3,0,0,1,0,0,0,0,0,0,7,2,3,0
61979,1,32,44,FALSE,FALSE,FALSE,FALSE,FALSE,15,6,2,2,0,0,0,0,0,0,0,0,0,7,2,2,0
8104,1,18,700,FALSE,FALSE,FALSE,FALSE,FALSE,15,7,4,6,0,0,0,0,0,0,0,0,0,9,7,6,1
62415,1,23,41,FALSE,FALSE,TRUE,TRUE,TRUE,14.25,0,3,1,0,0,0,0,0,0,0,0,0,0,4,1,3
63371,1,31,32,FALSE,FALSE,TRUE,TRUE,TRUE,14.25,2,6,2,0,0,0,0,0,0,0,0,0,2,8,2,1
65545,1,18,17,FALSE,FALSE,FALSE,FALSE,FALSE,14,7,3,2,1,0,0,0,0,0,0,0,0,7,5,2,0
63540,2,24,31,FALSE,FALSE,FALSE,FALSE,FALSE,14,4,3,4,1,0,0,0,0,0,0,0,0,5,3,4,0
67694,1,24,5,FALSE,FALSE,FALSE,FALSE,FALSE,14,5,3,3,0,0,1,0,0,0,0,0,0,5,5,3,1
65143,1,19,19,FALSE,FALSE,FALSE,FALSE,FALSE,14,5,3,4,0,0,0,0,0,0,0,0,0,5,4,4,1
67421,1,23,7,FALSE,FALSE,FALSE,FALSE,FALSE,14,5,3,7,1,0,0,0,0,0,0,0,0,5,7,7,0
66188,1,18,13,FALSE,FALSE,FALSE,FALSE,FALSE,14,7,4,2,1,0,0,0,0,0,0,0,0,7,8,2,1
66189,1,19,13,FALSE,FALSE,FALSE,FALSE,FALSE,14,5,5,16,0,0,2,0,0,0,0,0,0,5,8,16,1
68284,1,19,2,FALSE,FALSE,FALSE,FALSE,FALSE,14,7,3,2,0,0,1,0,0,0,0,0,0,7,6,2,1
64289,1,20,24,FALSE,FALSE,FALSE,FALSE,FALSE,14,4,2,2,0,0,2,0,0,0,0,0,0,4,3,2,1
65657,1,21,16,FALSE,FALSE,FALSE,FALSE,FALSE,14,5,3,3,1,0,0,0,0,0,0,0,0,5,5,3,0
64976,1,24,20,FALSE,FALSE,FALSE,FALSE,FALSE,14,5,3,7,0,0,4,0,0,0,0,0,0,5,5,7,1
65494,1,18,17,FALSE,FALSE,FALSE,FALSE,FALSE,14,7,3,6,1,0,2,0,0,0,0,0,0,7,5,6,0
66331,1,23,12,FALSE,FALSE,FALSE,FALSE,FALSE,14,4,3,8,0,0,1,0,0,0,0,0,0,4,4,8,1
64744,1,24,21,FALSE,FALSE,FALSE,FALSE,FALSE,14,6,4,5,1,0,0,0,0,0,0,0,0,6,5,5,0
64330,1,25,24,FALSE,FALSE,FALSE,FALSE,FALSE,14,5,3,6,1,0,0,0,0,0,0,0,0,5,4,6,0
67135,1,24,8,FALSE,FALSE,FALSE,FALSE,FALSE,14,4,4,9,0,0,2,0,0,0,0,0,0,4,8,9,2
64417,1,18,24,FALSE,FALSE,FALSE,FALSE,FALSE,14,4,4,4,0,0,1,0,0,0,0,0,0,4,5,4,1
67399,1,21,7,FALSE,FALSE,FALSE,FALSE,FALSE,14,5,3,12,0,0,2,0,0,0,0,0,0,5,6,12,1
67818,1,27,5,FALSE,FALSE,FALSE,FALSE,FALSE,14,6,3,7,0,0,2,0,0,0,0,0,0,7,6,7,0
64472,1,32,23,FALSE,FALSE,FALSE,FALSE,FALSE,14,5,3,2,1,0,0,0,0,0,0,0,0,5,4,2,0
65393,1,22,17,FALSE,FALSE,FALSE,FALSE,FALSE,14,6,4,9,0,0,1,0,0,0,0,0,0,6,9,12,1
63695,1,25,29,FALSE,FALSE,FALSE,FALSE,FALSE,14,4,2,1,0,0,1,0,0,0,0,0,0,5,3,1,0
65413,1,19,17,FALSE,FALSE,FALSE,FALSE,FALSE,14,5,3,0,1,0,0,0,0,0,0,0,0,6,4,0,0
64816,1,19,21,FALSE,FALSE,FALSE,FALSE,FALSE,14,5,3,9,1,0,2,0,0,0,0,0,0,5,5,9,0
64921,1,25,20,FALSE,FALSE,FALSE,FALSE,FALSE,14,5,4,7,0,0,1,0,0,0,0,0,0,5,5,7,1
64979,1,21,20,FALSE,FALSE,FALSE,FALSE,FALSE,14,5,3,2,0,0,1,0,0,0,0,0,0,5,4,2,1
63017,1,18,35,FALSE,FALSE,FALSE,FALSE,FALSE,14,4,2,1,0,0,1,0,0,0,0,0,0,4,3,1,1
65067,1,18,19,FALSE,FALSE,FALSE,FALSE,FALSE,14,5,4,6,0,0,3,0,0,0,0,0,0,6,5,6,1
67117,1,22,8,FALSE,FALSE,FALSE,FALSE,FALSE,14,5,3,6,0,0,1,0,0,0,0,0,0,5,7,6,1
65355,1,23,18,FALSE,FALSE,FALSE,FALSE,FALSE,14,7,4,5,1,0,0,0,0,0,0,0,0,7,6,5,0
65087,1,19,19,FALSE,FALSE,FALSE,FALSE,FALSE,14,6,3,1,1,0,0,0,0,0,0,0,0,6,4,1,0
64102,2,19,26,FALSE,FALSE,FALSE,FALSE,FALSE,14,4,4,15,1,0,0,0,0,0,0,0,0,5,5,15,1
65182,1,29,19,FALSE,FALSE,FALSE,FALSE,FALSE,14,6,4,7,1,0,1,0,0,0,0,0,0,6,5,7,0
65196,1,19,19,FALSE,FALSE,FALSE,FALSE,FALSE,14,4,4,5,0,0,0,0,0,0,0,0,0,5,5,5,1
65201,1,21,19,FALSE,FALSE,FALSE,FALSE,FALSE,14,5,4,4,0,0,1,0,0,0,0,0,0,5,5,4,1
64843,1,21,21,FALSE,FALSE,FALSE,FALSE,FALSE,14,4,3,4,0,0,2,0,0,0,0,0,0,4,4,4,1
66175,1,24,13,FALSE,FALSE,FALSE,FALSE,FALSE,14,6,3,10,1,0,0,0,0,0,0,0,0,6,5,10,0
65051,1,23,19,FALSE,FALSE,FALSE,FALSE,FALSE,14,5,3,1,0,0,1,0,0,0,0,0,0,5,4,1,1
63277,2,30,33,FALSE,FALSE,FALSE,FALSE,FALSE,14,4,3,1,0,0,0,0,0,0,0,0,0,4,3,2,0
65170,1,19,19,FALSE,FALSE,FALSE,FALSE,FALSE,14,4,3,3,0,0,1,0,0,0,0,0,0,4,4,3,1
67571,1,19,6,FALSE,FALSE,FALSE,FALSE,FALSE,14,8,3,13,0,0,2,0,0,0,0,0,0,8,5,13,1
63922,2,19,27,FALSE,FALSE,FALSE,FALSE,FALSE,13.6,7,4,15,0,0,0,0,0,0,0,0,0,9,21,15,1
61933,2,18,45,FALSE,FALSE,FALSE,FALSE,TRUE,13.35,5,3,12,0,0,0,0,0,0,0,0,0,5,7,12,0
61202,1,22,51,FALSE,FALSE,FALSE,FALSE,TRUE,12.75,8,2,15,0,0,0,0,0,0,0,0,0,8,25,17,3
63535,1,18,31,FALSE,FALSE,FALSE,FALSE,FALSE,12,4,2,0,1,0,0,0,0,0,0,0,0,5,2,2,0
63536,1,18,31,FALSE,FALSE,FALSE,FALSE,FALSE,12,5,2,2,0,0,0,0,0,0,0,0,0,6,2,2,0
63588,1,21,30,FALSE,FALSE,FALSE,FALSE,FALSE,12,4,2,0,1,0,0,0,0,0,0,0,0,5,2,0,0
63911,1,18,27,FALSE,FALSE,FALSE,FALSE,FALSE,12,4,3,4,0,0,0,0,0,0,0,0,0,5,3,4,0
61975,1,31,44,FALSE,FALSE,FALSE,FALSE,FALSE,12,4,2,9,0,0,5,0,0,0,0,0,0,5,2,9,0
64090,1,18,26,FALSE,FALSE,FALSE,FALSE,FALSE,12,3,1,1,0,0,0,0,0,0,0,0,0,4,1,1,0
62234,1,19,42,FALSE,FALSE,FALSE,FALSE,FALSE,12,3,3,0,0,0,0,0,0,0,0,0,0,4,3,0,0
62437,1,18,41,FALSE,FALSE,FALSE,FALSE,FALSE,12,4,4,4,0,0,0,0,0,0,0,0,0,5,4,4,0
62511,1,27,40,FALSE,FALSE,FALSE,FALSE,FALSE,12,5,2,5,0,0,1,0,0,0,0,0,0,6,2,5,0
62629,1,26,39,FALSE,FALSE,FALSE,FALSE,FALSE,12,3,2,1,0,0,0,0,0,0,0,0,0,4,2,1,0
62740,1,20,37,FALSE,FALSE,FALSE,FALSE,FALSE,12,5,4,2,0,0,1,0,0,0,0,0,0,6,4,2,0
63085,1,23,35,FALSE,FALSE,FALSE,FALSE,FALSE,12,3,2,1,0,0,1,0,0,0,0,0,0,4,2,1,0
63478,2,18,31,FALSE,FALSE,FALSE,FALSE,FALSE,12,5,2,0,1,0,0,0,0,0,0,0,0,6,2,0,1
63133,1,18,34,FALSE,FALSE,FALSE,FALSE,FALSE,12,4,2,1,0,0,1,0,0,0,0,0,0,5,2,2,0
66526,1,25,11,FALSE,FALSE,FALSE,FALSE,FALSE,12,5,3,7,0,0,2,0,0,0,0,0,0,6,6,7,1
63584,1,18,30,FALSE,FALSE,FALSE,FALSE,FALSE,12,3,1,0,0,0,0,0,0,0,0,0,0,4,1,0,1
63373,1,23,32,FALSE,FALSE,FALSE,FALSE,FALSE,12,4,2,2,0,0,0,0,0,0,0,0,0,5,2,3,0
63432,1,25,31,FALSE,FALSE,FALSE,FALSE,FALSE,12,3,2,1,0,0,0,0,0,0,0,0,0,4,2,1,0
63462,1,18,31,FALSE,FALSE,FALSE,FALSE,FALSE,12,6,3,1,1,0,0,0,0,0,0,0,0,8,3,2,0
59880,2,34,63,FALSE,FALSE,FALSE,FALSE,FALSE,11,17,3,14,0,0,0,0,0,0,0,0,0,18,30,19,2
65125,1,20,19,FALSE,FALSE,FALSE,FALSE,FALSE,10.8,7,4,7,0,0,0,0,0,0,0,0,0,7,6,10,1
61514,2,64,49,FALSE,FALSE,FALSE,FALSE,TRUE,10.75,8,2,23,0,0,0,0,0,0,0,0,0,8,12,25,3
62343,1,21,41,FALSE,FALSE,FALSE,FALSE,TRUE,10.75,8,1,1,0,0,0,0,0,0,0,0,0,8,3,1,1
63943,1,24,27,FALSE,FALSE,FALSE,FALSE,TRUE,10.75,9,0,2,0,0,0,0,0,0,0,0,0,9,3,3,1
62844,1,24,37,FALSE,FALSE,FALSE,FALSE,TRUE,10.75,4,1,3,0,0,0,0,0,0,0,0,0,4,2,3,0
62840,1,18,37,FALSE,FALSE,FALSE,FALSE,TRUE,10.75,8,1,7,0,0,0,0,0,0,0,0,0,9,6,10,0
61047,1,18,52,FALSE,FALSE,FALSE,FALSE,TRUE,10.75,5,1,4,0,0,0,0,0,0,0,0,0,5,4,4,1
63260,1,19,33,FALSE,FALSE,FALSE,FALSE,TRUE,10.75,4,1,3,0,0,0,0,0,0,0,0,0,5,2,3,1
63465,1,18,31,FALSE,FALSE,FALSE,FALSE,FALSE,10.7,7,0,1,0,0,0,0,0,0,0,0,0,10,1,1,0
58764,1,33,76,FALSE,FALSE,FALSE,FALSE,FALSE,10,7,0,3,0,0,0,0,0,0,0,0,0,7,2,3,0
61850,2,22,45,FALSE,FALSE,FALSE,FALSE,FALSE,9.6,5,3,13,0,0,0,0,0,0,0,0,0,8,23,13,2
64880,1,24,20,FALSE,FALSE,FALSE,FALSE,FALSE,9,5,3,13,0,0,0,0,0,0,0,0,0,5,4,13,1
63692,1,22,29,FALSE,FALSE,FALSE,FALSE,FALSE,9,3,1,2,0,0,0,0,0,0,0,0,0,4,2,2,1
63773,1,20,29,FALSE,FALSE,FALSE,FALSE,FALSE,9,5,1,5,0,0,0,0,0,0,0,0,0,6,2,5,1
65856,1,19,15,FALSE,FALSE,FALSE,FALSE,FALSE,9,5,2,0,0,0,0,0,0,0,0,0,0,6,3,0,0
65923,1,22,14,FALSE,FALSE,FALSE,FALSE,FALSE,9,5,2,4,0,0,0,0,0,0,0,0,0,5,6,4,1
64062,2,21,26,FALSE,FALSE,FALSE,FALSE,FALSE,9,4,2,2,0,0,0,0,0,0,0,0,0,5,3,2,0
64875,1,18,21,FALSE,FALSE,FALSE,FALSE,FALSE,9,5,2,14,0,0,0,0,0,0,0,0,0,5,3,14,1
65501,1,21,17,FALSE,FALSE,FALSE,FALSE,FALSE,9,6,2,2,0,0,0,0,0,0,0,0,0,7,3,2,0
64844,1,20,21,FALSE,FALSE,FALSE,FALSE,FALSE,9,4,2,6,0,0,0,0,0,0,0,0,0,4,3,6,1
64947,1,21,20,FALSE,FALSE,FALSE,FALSE,FALSE,9,5,2,3,0,0,0,0,0,0,0,0,0,5,3,3,0
65198,1,27,19,FALSE,FALSE,FALSE,FALSE,FALSE,9,4,2,6,0,0,0,0,0,0,0,0,0,6,4,6,0
63350,2,18,32,FALSE,FALSE,FALSE,FALSE,FALSE,9,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
62358,1,22,41,FALSE,FALSE,FALSE,FALSE,TRUE,8.75,6,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0
61911,1,19,45,FALSE,FALSE,FALSE,FALSE,TRUE,8.75,6,0,5,0,0,0,0,0,0,0,0,0,6,1,5,0
62877,1,22,36,FALSE,FALSE,FALSE,FALSE,TRUE,8.75,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0
62956,1,23,36,FALSE,FALSE,FALSE,FALSE,TRUE,8.75,4,1,2,0,0,0,0,0,0,0,0,0,5,2,3,0
63699,2,23,29,FALSE,FALSE,TRUE,FALSE,FALSE,8.7,3,2,11,0,0,0,0,0,0,0,0,0,5,5,11,1
63446,1,20,31,FALSE,FALSE,FALSE,FALSE,FALSE,8.5,4,1,1,0,0,0,0,0,0,0,0,0,4,1,2,0
60435,1,30,58,FALSE,FALSE,FALSE,FALSE,FALSE,7,6,0,15,0,0,0,0,0,0,0,0,0,7,0,15,0
64534,1,27,23,FALSE,FALSE,FALSE,FALSE,FALSE,7,9,1,2,0,0,0,0,0,0,0,0,0,10,3,2,0
63627,1,21,30,FALSE,FALSE,FALSE,FALSE,FALSE,7,3,1,1,0,0,0,0,0,0,0,0,0,4,1,1,0
63820,1,21,28,FALSE,FALSE,FALSE,FALSE,FALSE,7,5,0,3,0,0,0,0,0,0,0,0,0,6,1,3,1
65889,1,21,14,FALSE,FALSE,FALSE,FALSE,FALSE,7,4,1,1,0,0,0,0,0,0,0,0,0,5,3,2,0
63869,1,23,28,FALSE,FALSE,FALSE,FALSE,FALSE,7,4,1,4,0,0,0,0,0,0,0,0,0,5,1,4,0
66031,2,19,14,FALSE,FALSE,FALSE,FALSE,FALSE,7,6,1,1,0,0,0,0,0,0,0,0,0,6,2,1,1
64003,1,24,27,FALSE,FALSE,FALSE,FALSE,FALSE,7,3,1,2,0,0,0,0,0,0,0,0,0,4,1,2,0
62054,1,23,44,FALSE,FALSE,FALSE,FALSE,FALSE,7,6,1,2,0,0,0,0,0,0,0,0,0,6,2,2,1
64155,1,20,25,FALSE,FALSE,FALSE,FALSE,FALSE,7,4,1,1,0,0,0,0,0,0,0,0,0,4,1,2,1
63450,1,21,31,FALSE,FALSE,FALSE,FALSE,FALSE,7,4,1,3,0,0,0,0,0,0,0,0,0,4,2,4,1
66928,1,32,9,FALSE,FALSE,FALSE,FALSE,FALSE,7,6,1,9,0,0,0,0,0,0,0,0,0,6,5,9,1
62905,1,31,36,FALSE,FALSE,FALSE,FALSE,FALSE,7,4,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0
66556,1,36,11,FALSE,FALSE,FALSE,FALSE,FALSE,7,4,1,4,0,0,0,0,0,0,0,0,0,4,3,4,1
64511,1,20,23,FALSE,FALSE,FALSE,FALSE,FALSE,7,6,2,8,0,0,0,0,0,0,0,0,0,6,4,8,1
64800,1,25,21,FALSE,FALSE,FALSE,FALSE,FALSE,7,6,1,2,0,0,0,0,0,0,0,0,0,6,2,2,1
66332,1,24,12,FALSE,FALSE,FALSE,FALSE,FALSE,7,6,1,3,0,0,0,0,0,0,0,0,0,7,3,3,0
63385,1,19,32,FALSE,FALSE,FALSE,FALSE,FALSE,7,3,1,1,0,0,0,0,0,0,0,0,0,4,1,1,0
62026,1,20,44,FALSE,FALSE,FALSE,FALSE,FALSE,7,8,1,8,0,0,0,0,0,0,0,0,0,8,3,8,1
62935,1,21,36,FALSE,FALSE,FALSE,FALSE,FALSE,7,4,1,1,0,0,0,0,0,0,0,0,0,4,2,2,0
65015,1,25,20,FALSE,FALSE,FALSE,FALSE,FALSE,7,5,1,2,0,0,0,0,0,0,0,0,0,5,2,2,1
67154,1,21,8,FALSE,FALSE,FALSE,FALSE,FALSE,7,6,1,9,0,0,0,0,0,0,0,0,0,6,5,9,1
65142,1,21,19,FALSE,FALSE,FALSE,FALSE,FALSE,7,6,1,1,0,0,0,0,0,0,0,0,0,8,2,1,0
65193,1,24,19,FALSE,FALSE,FALSE,FALSE,FALSE,7,4,1,6,0,0,0,0,0,0,0,0,0,4,2,6,1
63290,1,23,33,FALSE,FALSE,FALSE,FALSE,FALSE,7,3,1,2,0,0,0,0,0,0,0,0,0,4,1,2,1
61980,1,19,44,FALSE,FALSE,FALSE,FALSE,FALSE,6.7,4,0,5,0,0,0,0,0,0,0,0,0,5,0,5,0
64129,1,28,26,FALSE,FALSE,FALSE,TRUE,FALSE,6.5,3,1,2,0,0,0,0,0,0,0,0,0,4,1,2,0
63538,1,25,31,FALSE,FALSE,FALSE,FALSE,FALSE,5,5,0,1,0,0,0,0,0,0,0,0,0,7,0,1,0
63299,1,22,33,FALSE,FALSE,FALSE,FALSE,FALSE,5,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
63854,1,22,28,FALSE,FALSE,FALSE,FALSE,FALSE,5,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
62541,1,18,40,FALSE,FALSE,FALSE,FALSE,FALSE,5,6,2,1,0,0,0,0,0,0,0,0,0,7,2,1,1
63986,1,20,27,FALSE,FALSE,FALSE,FALSE,FALSE,5,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1
64257,1,18,25,FALSE,FALSE,FALSE,FALSE,FALSE,5,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1
64181,1,27,25,FALSE,FALSE,FALSE,FALSE,FALSE,5,3,1,3,0,0,0,0,0,0,0,0,0,4,1,3,1
64192,1,18,25,FALSE,FALSE,FALSE,FALSE,FALSE,5,9,0,5,0,0,0,0,0,0,0,0,0,9,0,5,1
64200,1,32,25,FALSE,FALSE,FALSE,FALSE,FALSE,5,3,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0
62385,1,23,41,FALSE,FALSE,FALSE,FALSE,FALSE,5,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
62402,1,19,41,FALSE,FALSE,FALSE,FALSE,FALSE,5,5,0,2,0,0,0,0,0,0,0,0,0,6,0,2,0
